title,genres,cast,crew,runtime,vote_count,monthFact,actorFact,genFact,budget,revenue,popularity,vote_average,IMDB,rotten,metaC,release_date
Corky Romano,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Chris Kattan', 1: 'Vinessa Shaw', 2: 'Peter Falk', 3: 'Peter Berg', 4: 'Chris Penn', 5: 'Fred Ward', 6: 'Richard Roundtree'}",Rob Pritts,86,54,0,0,1,11000000,23978402,3.495758,4.1,0.47,0.06,0.2,2001-10-12
Brooklyn,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Saoirse Ronan', 1: 'Domhnall Gleeson', 2: 'Emory Cohen', 3: 'Jim Broadbent', 4: 'Julie Walters', 5: 'Fiona Glascott', 6: 'Jane Brennan'}",John Crowley,111,1213,0,0,0,11000000,62076141,39.337949,7.2,0.75,0.97,0.87,2015-10-20
Out Cold,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Jason London', 1: 'Lee Majors', 2: 'Zach Galifianakis', 3: 'Victoria Silvstedt', 4: 'David Koechner', 5: 'Willie Garson', 6: 'A.J. Cook'}",Emmett Malloy,89,53,0,0,1,24000000,14782676,4.12064,5.8,0.63,0.08,0.22,2001-11-21
The Ladies Man,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Tim Meadows', 1: 'Karyn Parsons', 2: 'Billy Dee Williams', 3: 'John Witherspoon', 4: 'Jill Talley', 5: 'Lee Evans', 6: 'Will Ferrell'}",Reginald Hudlin,84,34,0,0,1,24000000,13700000,2.259537,5.7,0.51,0.11,0.22,2000-10-13
Quartet,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Maggie Smith', 1: 'Tom Courtenay', 2: 'Billy Connolly', 3: 'Pauline Collins', 4: 'Michael Gambon', 5: 'Sheridan Smith', 6: 'Jumayn Hunter'}",Dustin Hoffman,98,139,0,1,1,11000000,59520298,7.722021,6.3,0.68,0.8,0.64,2012-09-08
Tomcats,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: ""Jerry O'Connell"", 1: 'Shannon Elizabeth', 2: 'Jake Busey', 3: 'Horatio Sanz', 4: 'Bernie Casey', 5: 'Jaime Pressly', 6: 'David Ogden Stiers'}",Gregory Poirier,95,74,0,0,1,11000000,23430766,7.063053,4.9,0.53,0.14,0.15,2001-03-30
Frailty,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Bill Paxton', 1: 'Matthew McConaughey', 2: 'Powers Boothe', 3: ""Matt O'Leary"", 4: 'Jeremy Sumpter', 5: 'Luke Askew', 6: 'Levi Kreis'}",Bill Paxton,100,334,0,0,1,11000000,13110448,16.003958,7,0.73,0.73,0.64,2001-11-17
Woman in Gold,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Helen Mirren', 1: 'Ryan Reynolds', 2: 'Tatiana Maslany', 3: 'Katie Holmes', 4: 'Max Irons', 5: 'Charles Dance', 6: 'Daniel Brühl'}",Simon Curtis,120,440,0,0,0,11000000,61619773,21.204929,7.3,0.73,0.55,0.51,2015-04-10
Army of Darkness,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Bruce Campbell', 1: 'Embeth Davidtz', 2: 'Marcus Gilbert', 3: 'Ian Abercrombie', 4: 'Richard Grove', 5: 'Timothy Patrick Quill', 6: 'Michael Earl Reid'}",Sam Raimi,81,838,0,0,1,11000000,0,33.758281,7.3,0.76,0.72,0.57,1992-10-09
Slackers,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Jason Segel', 1: 'Devon Sawa', 2: 'Jason Schwartzman', 3: 'Jaime King', 4: 'Cameron Diaz', 5: 'Laura Prepon', 6: 'Michael C. Maronna'}",Dewey Nicks,86,60,0,1,1,14000000,6413915,9.371811,5.4,0.53,0.1,0.12,2002-02-01
What's Eating Gilbert Grape,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Johnny Depp', 1: 'Leonardo DiCaprio', 2: 'Juliette Lewis', 3: 'Darlene Cates', 4: 'Mary Steenburgen', 5: 'Laura Harrington', 6: 'Mary Kate Schellhardt'}",Lasse Hallström,118,919,0,1,0,11000000,30000000,33.282794,7.5,0.78,0.89,0.73,1993-12-17
The Visual Bible: The Gospel of John,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","{0: 'Christopher Plummer', 1: 'Henry Ian Cusick', 2: 'Stuart Bunce', 3: 'Daniel Kash', 4: 'Stephen Russell', 5: 'Alan van Sprang', 6: 'Diana Berriman'}",Philip Saville,125,12,0,0,0,10000000,4069090,3.208172,8.2,0.77,0.37,0.52,2003-09-11
Vera Drake,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Imelda Staunton', 1: 'Sally Hawkins', 2: 'Richard Graham', 3: 'Eddie Marsan', 4: 'Anna Keaveney', 5: 'Lesley Manville', 6: 'Daniel Mays'}",Mike Leigh,125,80,0,0,0,11000000,0,4.131918,6.8,0.77,0.92,0.83,2004-10-22
Inside Llewyn Davis,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","{0: 'Oscar Isaac', 1: 'Carey Mulligan', 2: 'Justin Timberlake', 3: 'Jerry Grayson', 4: 'Robin Bartlett', 5: 'Max Casella', 6: 'Adam Driver'}",Ethan Coen,105,834,0,0,0,11000000,32935319,36.319205,7.2,0.75,0.93,0.93,2013-10-06
Copying Beethoven,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Ed Harris', 1: 'Diane Kruger', 2: 'Matthew Goode', 3: 'Phyllida Law', 4: 'Ralph Riach', 5: 'Bill Stewart', 6: 'Angus Barnett'}",Agnieszka Holland,104,42,0,0,0,11000000,0,5.062687,6.2,0.68,0.28,0.59,2006-09-10
Saw V,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Tobin Bell', 1: 'Costas Mandylor', 2: 'Scott Patterson', 3: 'Betsy Russell', 4: 'Mark Rolston', 5: 'Julie Benz', 6: 'Carlo Rota'}",David Hackl,92,820,0,0,1,10800000,113857533,32.943848,5.9,0.58,0.13,0.2,2008-10-23
An Ideal Husband,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Cate Blanchett', 1: 'Minnie Driver', 2: 'Rupert Everett', 3: 'Julianne Moore', 4: 'Jeremy Northam', 5: 'Peter Vaughan'}",Oliver Parker,97,46,0,1,1,14000000,18535191,4.519523,6.3,0.69,0.85,0.67,1999-04-15
2001: A Space Odyssey,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Keir Dullea', 1: 'Gary Lockwood', 2: 'William Sylvester', 3: 'Douglas Rain', 4: 'Daniel Richter', 5: 'Leonard Rossiter', 6: 'Margaret Tyzack'}",Stanley Kubrick,149,2998,0,0,1,10500000,68700000,86.201184,7.9,0.83,0.94,0.86,1968-04-10
E.T. the Extra-Terrestrial,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'Henry Thomas', 1: 'Drew Barrymore', 2: 'Robert MacNaughton', 3: 'Dee Wallace', 4: 'Peter Coyote', 5: 'Erika Eleniak', 6: 'Sean Frye'}",Steven Spielberg,115,3269,0,0,1,10500000,792910554,56.105798,7.3,0.79,0.98,0.91,1982-04-03
In the Land of Women,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Meg Ryan', 1: 'Kristen Stewart', 2: 'Adam Brody', 3: 'JoBeth Williams', 4: 'Olympia Dukakis', 5: 'Makenzie Vega Norfolk', 6: 'Elena Anaya'}",Jon Kasdan,97,160,0,0,1,10000000,17500000,12.792446,5.8,0.65,0.43,0.47,2007-04-16
September Dawn,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Jon Voight', 1: 'Tamara Hope', 2: 'Trent Ford', 3: 'Lolita Davidovich', 4: 'Dean Cain', 5: 'Terence Stamp', 6: 'Shaun Johnston'}",Christopher Cain,110,16,1,0,1,11000000,0,3.646848,5,0.57,0.13,0.25,2007-05-17
For Greater Glory - The True Story of Cristiada,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Eva Longoria', 1: 'Andy García', 2: 'Oscar Isaac', 3: ""Peter O'Toole"", 4: 'Rubén Blades'}",Dean Wright,145,35,0,0,0,12000000,9622846,5.759545,6.4,0.66,0.2,0.35,2012-06-01
Good Will Hunting,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Robin Williams', 1: 'Matt Damon', 2: 'Ben Affleck', 3: 'Stellan Skarsgård', 4: 'Minnie Driver', 5: 'Casey Affleck', 6: 'Cole Hauser'}",Gus Van Sant,126,2811,0,1,0,10000000,225933435,43.734886,7.9,0.83,0.97,0.7,1997-12-05
Misconduct,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Josh Duhamel', 1: 'Alice Eve', 2: 'Malin Åkerman', 3: 'Lee Byung-hun', 4: 'Julia Stiles', 5: 'Glen Powell', 6: 'Al Pacino'}",Shintaro Shimosawa,106,149,0,0,1,11000000,0,10.016909,5.3,0.53,0.07,0.24,2016-02-05
Saw III,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Tobin Bell', 1: 'Shawnee Smith', 2: 'Angus Macfadyen', 3: 'Bahar Soomekh', 4: 'Dina Meyer', 5: 'Kim Roberts', 6: 'Donnie Wahlberg'}",Darren Lynn Bousman,108,1071,0,0,1,10000000,163876815,33.124871,6.1,0.62,0.28,0.48,2006-10-27
Stripes,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Bill Murray', 1: 'Harold Ramis', 2: 'Warren Oates', 3: 'P.J. Soles', 4: 'Sean Young', 5: 'John Candy', 6: 'John Larroquette'}",Ivan Reitman,106,249,0,0,1,10000000,85300000,10.892398,6.5,0.69,0.86,0.68,1981-06-25
Bring It On,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Kirsten Dunst', 1: 'Jesse Bradford', 2: 'Eliza Dushku', 3: 'Gabrielle Union', 4: 'Huntley Ritter', 5: 'Clare Kramer', 6: 'Nicole Bilderback'}",Peyton Reed,98,568,1,0,1,28000000,90449929,14.754281,5.8,0.6,0.63,0.52,2000-08-25
The Purge: Election Year,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Elizabeth Mitchell', 1: 'Frank Grillo', 2: 'Mykelti Williamson', 3: 'Edwin Hodge', 4: 'Raymond J. Barry', 5: 'Ethan Phillips', 6: 'Terry Serpico'}",James DeMonaco,105,1306,0,0,1,10000000,118587880,53.727146,6.1,0.6,0.53,0.55,2016-06-29
She's All That,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Freddie Prinze Jr.', 1: 'Rachael Leigh Cook', 2: 'Matthew Lillard', 3: 'Paul Walker', 4: ""Jodi Lyn O'Keefe"", 5: 'Anna Paquin', 6: 'Clea DuVall'}",Robert Iscove,95,418,0,0,1,10000000,103166989,8.9876,5.7,0.58,0.39,0.51,1999-01-29
Saw IV,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Tobin Bell', 1: 'Scott Patterson', 2: 'Costas Mandylor', 3: 'Betsy Russell', 4: 'Lyriq Bent', 5: 'Louis Ferreira', 6: 'Athena Karkanis'}",Darren Lynn Bousman,93,903,0,0,1,10000000,139352633,29.244768,5.9,0.59,0.17,0.36,2007-10-25
White Noise,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Michael Keaton', 1: 'Chandra West', 2: 'Deborah Kara Unger', 3: 'Ian McNeice', 4: 'Keegan Connor Tracy', 5: 'Sarah Strange', 6: 'Nicholas Elia'}",Geoffrey Sax,101,261,0,0,1,10000000,91196419,14.447723,5.6,0.55,0.08,0.3,2005-01-07
Madea's Family Reunion,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Tyler Perry', 1: 'Blair Underwood', 2: 'Lynn Whitfield', 3: 'Boris Kodjoe', 4: 'Lisa Arrindell', 5: 'Maya Angelou', 6: 'Rochelle Aytes'}",Tyler Perry,110,77,0,0,1,6000000,57231524,5.882208,6,0.51,0.25,0.45,2006-02-24
The Color of Money,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Paul Newman', 1: 'Tom Cruise', 2: 'Mary Elizabeth Mastrantonio', 3: 'Helen Shaver', 4: 'John Turturro', 5: 'Bill Cobbs', 6: 'Robert Agins'}",Martin Scorsese,119,291,0,1,0,13800000,52293982,17.3393,6.7,0.7,0.89,0.77,1986-10-07
The Mighty Ducks,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Emilio Estevez', 1: 'Joss Ackland', 2: 'Lane Smith', 3: 'Heidi Kling', 4: 'Josef Sommer', 5: 'Joshua Jackson', 6: 'Shaun Weiss'}",Stephen Herek,101,198,0,0,1,10000000,50752337,8.932837,6.4,0.65,0.18,0.46,1992-10-01
The Grudge,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Sarah Michelle Gellar', 1: 'Jason Behr', 2: 'Clea DuVall', 3: 'Bill Pullman', 4: 'William Mapother', 5: 'KaDee Strickland', 6: 'Grace Zabriskie'}",Takashi Shimizu,92,865,0,0,1,10000000,183474602,35.695442,5.8,0.59,0.39,0.49,2004-10-22
Happy Gilmore,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Adam Sandler', 1: 'Ben Stiller', 2: 'Christopher McDonald', 3: 'Julie Bowen', 4: 'Frances Bay', 5: 'Carl Weathers', 6: 'Richard Kiel'}",Dennis Dugan,92,755,0,1,1,12000000,41205099,26.598884,6.5,0.7,0.6,0.31,1996-02-16
Jeepers Creepers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Gina Philips', 1: 'Justin Long', 2: 'Jonathan Breck', 3: 'Patricia Belcher', 4: 'Eileen Brennan', 5: 'Brandon Smith', 6: 'Peggy Sheffield'}",Victor Salva,90,720,1,0,1,10000000,59217789,23.316208,6.1,0.61,0.45,0.49,2001-07-01
Bill & Ted's Excellent Adventure,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Keanu Reeves', 1: 'Alex Winter', 2: 'George Carlin', 3: 'Dan Shor', 4: 'Hal Landon Jr.', 5: 'Amy Stock-Poynton', 6: 'Terry Camilleri'}",Stephen Herek,90,454,0,0,1,10000000,40485039,25.929893,6.7,0.69,0.78,0.44,1989-02-17
The Best Exotic Marigold Hotel,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Bill Nighy', 1: 'Maggie Smith', 2: 'Tom Wilkinson', 3: 'Judi Dench', 4: 'Dev Patel', 5: 'Penelope Wilton', 6: 'Ramona Marquez'}",John Madden,124,459,0,0,1,10000000,136836156,21.258991,6.9,0.73,0.78,0.62,2011-11-28
Recess: School's Out,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: ""Rickey D'Shon Collins"", 1: 'Jason Davis', 2: 'Ashley Johnson', 3: 'Courtland Mead', 4: 'Pamela Adlon', 5: 'Dabney Coleman', 6: 'Robert Goulet'}",Chuck Sheetz,83,67,0,0,1,10000000,44460850,5.699058,6.6,0.66,0.61,0.43,2001-01-27
Mad Max Beyond Thunderdome,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Mel Gibson', 1: 'Tina Turner', 2: 'Bruce Spence', 3: 'Helen Buday', 4: 'Angelo Rossitto', 5: 'Adam Cockburn', 6: 'Frank Thring'}",George Ogilvie,107,748,0,0,1,12305523,36230219,36.582038,5.9,0.63,0.79,0.8,1985-06-29
The Boy,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Lauren Cohan', 1: 'Rupert Evans', 2: 'James Russell', 3: 'Jim Norton', 4: 'Diana Hardcastle', 5: 'Ben Robson', 6: 'Jett Klyne'}",William Brent Bell,97,1102,0,0,1,10000000,64188367,38.179483,5.8,0.6,0.28,0.42,2016-01-22
Devil,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Chris Messina', 1: 'Jacob Vargas', 2: 'Bojana Novaković', 3: 'Logan Marshall-Green', 4: 'Bokeem Woodbine', 5: 'Matt Craven', 6: 'Joshua Peace'}",John Erick Dowdle,80,816,0,0,1,10000000,33583175,30.934688,5.8,0.62,0.52,0.44,2010-01-13
Friday After Next,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Ice Cube', 1: 'Mike Epps', 2: 'John Witherspoon', 3: 'Don Curry', 4: 'Anna Maria Horsford', 5: 'Clifton Powell', 6: 'K. D. Aubert'}",Marcus Raboy,85,100,0,0,1,20000000,33526835,7.499639,6,0.58,0.26,0.35,2002-11-22
Insidious: Chapter 3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Dermot Mulroney', 1: 'Stefanie Scott', 2: 'Lin Shaye', 3: 'Leigh Whannell', 4: 'Angus Sampson', 5: 'Tate Berney', 6: 'Corbett Tuck'}",Leigh Whannell,97,983,0,0,1,10000000,104303851,45.946524,6.2,0.61,0.58,0.52,2015-06-04
The Lawnmower Man,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Jeff Fahey', 1: 'Pierce Brosnan', 2: 'Jenny Wright', 3: 'Mark Bringelson', 4: 'Geoffrey Lewis', 5: 'Jeremy Slate', 6: 'Dean Norris'}",Brett Leonard,108,197,0,0,1,10000000,32101000,10.125029,5.4,0.54,0.35,0.42,1992-03-05
Nick and Norah's Infinite Playlist,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Michael Cera', 1: 'Kat Dennings', 2: 'Aaron Yoo', 3: 'Alexis Dziena', 4: 'Ari Graynor', 5: 'Cassidy Gard', 6: 'Jonathan B. Wright'}",Peter Sollett,89,379,0,0,1,9000000,32973937,20.452449,6.4,0.67,0.75,0.64,2008-10-03
Dogma,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Ben Affleck', 1: 'Matt Damon', 2: 'Linda Fiorentino', 3: 'Jason Mewes', 4: 'Chris Rock', 5: 'Alan Rickman', 6: 'Jason Lee'}",Kevin Smith,130,823,0,1,1,10000000,30652890,14.543435,6.8,0.73,0.67,0.62,1999-11-12
The Banger Sisters,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Goldie Hawn', 1: 'Susan Sarandon', 2: 'Geoffrey Rush', 3: 'Erika Christensen', 4: 'Robin Thomas', 5: 'Eva Amurri Martino', 6: 'Matthew Carey'}",Bob Dolman,98,62,0,1,1,10000000,0,6.015354,5.5,0.56,0.47,0.48,2002-09-20
Twilight Zone: The Movie,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Albert Brooks', 1: 'Vic Morrow', 2: 'John Larroquette', 3: 'John Lithgow', 4: 'Dan Aykroyd', 5: 'Scatman Crothers', 6: 'Donna Dixon'}",George Miller,101,161,0,0,1,10000000,29450919,12.902975,6.2,0.65,0.65,0.44,1983-06-24
Road House,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Patrick Swayze', 1: 'Kelly Lynch', 2: 'Sam Elliott', 3: 'Ben Gazzara', 4: 'Marshall R. Teague', 5: 'Julie Michaels', 6: 'Red West'}",Rowdy Herrington,114,252,1,0,1,15000000,30050028,6.216203,6.3,0.65,0.38,0.36,1989-05-19
Swimfan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Jesse Bradford', 1: 'Erika Christensen', 2: 'Shiri Appleby', 3: 'Kate Burton', 4: 'Jason Ritter', 5: 'Clayne Crawford', 6: 'Dan Hedaya'}",John Polson,84,70,0,0,1,8500000,34411240,4.844451,5,0.5,0.14,0.29,2002-09-06
Employee of the Month,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Dane Cook', 1: 'Jessica Simpson', 2: 'Dax Shepard', 3: 'Andy Dick', 4: 'Tim Bagley', 5: 'Brian George', 6: 'Efren Ramirez'}",Greg Coolidge,103,153,0,0,1,12000000,38368909,9.559737,5.3,0.55,0.2,0.36,2006-10-06
Can't Hardly Wait,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Jennifer Love Hewitt', 1: 'Ethan Embry', 2: 'Charlie Korsmo', 3: 'Lauren Ambrose', 4: 'Peter Facinelli', 5: 'Seth Green', 6: 'Jaime Pressly'}",Harry Elfont,100,122,0,0,1,10000000,25605015,11.350382,6.1,0.65,0.4,0.52,1998-06-12
The Outsiders,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Matt Dillon', 1: 'Ralph Macchio', 2: 'C. Thomas Howell', 3: 'Patrick Swayze', 4: 'Rob Lowe', 5: 'Emilio Estevez', 6: 'Tom Cruise'}",Francis Ford Coppola,91,291,0,1,0,10000000,33697647,13.455373,6.9,0.72,0.65,0.38,1983-03-25
Pete's Dragon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'Bryce Dallas Howard', 1: 'Oakes Fegley', 2: 'Wes Bentley', 3: 'Karl Urban', 4: 'Oona Laurence', 5: 'Robert Redford', 6: 'Levi Alexander'}",David Lowery,102,679,1,0,1,65000000,143695338,31.974359,6.2,0.67,0.87,0.71,2016-08-10
The Dead Zone,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Christopher Walken', 1: 'Brooke Adams', 2: 'Tom Skerritt', 3: 'Martin Sheen', 4: 'Herbert Lom', 5: 'Anthony Zerbe', 6: 'Colleen Dewhurst'}",David Cronenberg,103,311,0,0,1,10000000,20766616,16.78512,6.9,0.72,0.9,0.69,1983-10-21
Sinister 2,"[{""id"": 27, ""name"": ""Horror""}]","{0: 'Shannyn Sossamon', 1: 'James Ransone', 2: 'Robert Daniel Sloan', 3: 'Dartanian Sloan', 4: 'Lea Coco', 5: 'Tate Ellington', 6: 'John Beasley'}",Ciaran Foy,97,581,1,0,0,10000000,52882018,26.090495,5.4,0.53,0.13,0.32,2015-08-19
Sparkle,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","{0: 'Whitney Houston', 1: 'Cee Lo Green', 2: 'Derek Luke', 3: 'Mike Epps', 4: 'Carmen Ejogo', 5: 'Jordin Sparks', 6: 'Tika Sumpter'}",Salim Akil,116,36,1,0,0,14000000,24637469,2.698185,5.8,0.57,0.58,0.54,2012-08-17
The Fourth Kind,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Milla Jovovich', 1: 'Will Patton', 2: 'Hakeem Kae-Kazim', 3: 'Corey Johnson', 4: 'Enzo Cilenti', 5: 'Elias Koteas', 6: 'Eric Loren'}",Olatunde Osunsanmi,98,441,0,0,1,10000000,42333295,22.888173,5.8,0.59,0.19,0.34,2009-11-06
A Prairie Home Companion,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]","{0: 'Meryl Streep', 1: 'Lindsay Lohan', 2: 'Virginia Madsen', 3: 'Woody Harrelson', 4: 'Garrison Keillor', 5: 'John C. Reilly', 6: 'Lily Tomlin'}",Robert Altman,105,81,0,1,1,10000000,0,5.025446,6.4,0.68,0.81,0.75,2006-06-09
Rushmore,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Jason Schwartzman', 1: 'Olivia Williams', 2: 'Bill Murray', 3: 'Seymour Cassel', 4: 'Mason Gamble', 5: 'Brian Cox', 6: 'Sara Tanaka'}",Wes Anderson,93,676,0,0,1,9000000,17096053,18.289303,7.5,0.77,0.89,0.86,1998-09-17
Skyline,"[{""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Eric Balfour', 1: 'Scottie Thompson', 2: 'David Zayas', 3: 'Donald Faison', 4: 'Brittany Daniel', 5: 'Crystal Reed', 6: 'Neil Hopkins'}",Greg Strause,100,507,0,0,0,10000000,66821036,26.268209,4.7,0.44,0.16,0.26,2010-11-11
The Second Best Exotic Marigold Hotel,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Dev Patel', 1: 'Judi Dench', 2: 'Richard Gere', 3: 'Maggie Smith', 4: 'Bill Nighy', 5: 'Celia Imrie', 6: 'Penelope Wilton'}",John Madden,122,272,0,0,1,10000000,85978266,17.592299,6.3,0.66,0.64,0.51,2015-02-26
Tremors,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]","{0: 'Kevin Bacon', 1: 'Fred Ward', 2: 'Finn Carter', 3: 'Michael Gross', 4: 'Reba McEntire', 5: 'Robert Jayne', 6: 'Charlotte Stewart'}",Ron Underwood,96,864,0,0,1,11000000,48572000,32.579697,6.6,0.71,0.85,0.65,1990-01-19
